 #        Time[fs] E-potential           E-kinetic     E-Total    E-Total-Avg
          89.01   -0.7633517748E+02    0.8786986181E-02   -0.7632639049E+02   -0.7631666046E+02
          89.50   -0.7633637163E+02    0.9787731881E-02   -0.7632658390E+02   -0.7631671410E+02
          89.98   -0.7633685058E+02    0.9460881072E-02   -0.7632738970E+02   -0.7631677150E+02
          90.47   -0.7633670693E+02    0.1031493624E-01   -0.7632639200E+02   -0.7631682294E+02
          90.95   -0.7633621528E+02    0.1130010059E-01   -0.7632491518E+02   -0.7631686599E+02
          91.43   -0.7633539578E+02    0.1208449420E-01   -0.7632331128E+02   -0.7631690009E+02
          91.92   -0.7633448786E+02    0.1339006866E-01   -0.7632109779E+02   -0.7631692218E+02
          92.40   -0.7633388787E+02    0.1384603212E-01   -0.7632004183E+02   -0.7631693852E+02
          92.89   -0.7633364936E+02    0.1634462721E-01   -0.7631730473E+02   -0.7631694042E+02
          93.37   -0.7633327772E+02    0.2110636152E-01   -0.7631217136E+02   -0.7631691571E+02
          93.85   -0.7633249099E+02    0.1483217490E-01   -0.7631765882E+02   -0.7631691954E+02
          94.34   -0.7633195516E+02    0.9812451873E-02   -0.7632214270E+02   -0.7631694633E+02
          94.82   -0.7633219394E+02    0.1316764769E-01   -0.7631902629E+02   -0.7631695694E+02
          95.30   -0.7633254948E+02    0.2309341686E-01   -0.7630945606E+02   -0.7631691887E+02
          95.79   -0.7633244177E+02    0.2791084287E-01   -0.7630453092E+02   -0.7631685630E+02
          96.27   -0.7633244945E+02    0.2071670284E-01   -0.7631173275E+02   -0.7631683055E+02
          96.76   -0.7633217539E+02    0.1064050564E-01   -0.7632153488E+02   -0.7631685407E+02
          97.24   -0.7633194640E+02    0.5503343805E-02   -0.7632644305E+02   -0.7631690178E+02
          97.72   -0.7633229952E+02    0.4307208590E-02   -0.7632799232E+02   -0.7631695668E+02
          98.21   -0.7633336860E+02    0.6059562828E-02   -0.7632730904E+02   -0.7631700768E+02
          98.69   -0.7633474906E+02    0.9125142414E-02   -0.7632562392E+02   -0.7631704992E+02
          99.17   -0.7633557380E+02    0.9640425050E-02   -0.7632593337E+02   -0.7631709325E+02
          99.66   -0.7633533555E+02    0.7126315797E-02   -0.7632820924E+02   -0.7631714721E+02
         100.14   -0.7633444081E+02    0.4844770527E-02   -0.7632959604E+02   -0.7631720735E+02
         100.63   -0.7633364079E+02    0.4757680739E-02   -0.7632888311E+02   -0.7631726349E+02
         101.11   -0.7633339488E+02    0.7792767388E-02   -0.7632560211E+02   -0.7631730338E+02
         101.59   -0.7633359052E+02    0.1279777143E-01   -0.7632079274E+02   -0.7631732000E+02
         102.08   -0.7633388366E+02    0.1477406922E-01   -0.7631910959E+02   -0.7631732848E+02
         102.56   -0.7633430470E+02    0.1381521621E-01   -0.7632048948E+02   -0.7631734339E+02
         103.04   -0.7633482451E+02    0.1466363453E-01   -0.7632016087E+02   -0.7631735662E+02
         103.53   -0.7633518817E+02    0.1800609760E-01   -0.7631718207E+02   -0.7631735580E+02
         104.01   -0.7633505483E+02    0.2020208000E-01   -0.7631485274E+02   -0.7631734416E+02
         104.50   -0.7633411005E+02    0.1545391067E-01   -0.7631865614E+02   -0.7631735024E+02
         104.98   -0.7633282648E+02    0.8709473686E-02   -0.7632411700E+02   -0.7631738142E+02
         105.46   -0.7633213325E+02    0.6332083572E-02   -0.7632580116E+02   -0.7631742004E+02
         105.95   -0.7633245094E+02    0.7263624127E-02   -0.7632518732E+02   -0.7631745551E+02
         106.43   -0.7633377284E+02    0.9072818699E-02   -0.7632470002E+02   -0.7631748844E+02
         106.91   -0.7633577665E+02    0.1419234967E-01   -0.7632158430E+02   -0.7631750697E+02
         107.40   -0.7633675288E+02    0.1621081645E-01   -0.7632054207E+02   -0.7631752064E+02
         107.88   -0.7633543388E+02    0.9817953562E-02   -0.7632561592E+02   -0.7631755694E+02
         108.37   -0.7633359232E+02    0.7912210987E-02   -0.7632568011E+02   -0.7631759321E+02
         108.85   -0.7633242182E+02    0.9123893257E-02   -0.7632329793E+02   -0.7631761856E+02
         109.33   -0.7633228680E+02    0.1195514546E-01   -0.7632033165E+02   -0.7631763057E+02
         109.82   -0.7633300454E+02    0.1838980658E-01   -0.7631461474E+02   -0.7631761728E+02
         110.30   -0.7633410071E+02    0.3152876875E-01   -0.7630257194E+02   -0.7631755129E+02
         110.78   -0.7633463272E+02    0.1985970810E-01   -0.7631477301E+02   -0.7631753916E+02
         111.27   -0.7633456151E+02    0.1209813309E-01   -0.7632246338E+02   -0.7631756057E+02
         111.75   -0.7633447504E+02    0.1259416751E-01   -0.7632188087E+02   -0.7631757927E+02
         112.24   -0.7633429648E+02    0.1280590071E-01   -0.7632149058E+02   -0.7631759613E+02
         112.72   -0.7633335827E+02    0.1471327922E-01   -0.7631864500E+02   -0.7631760063E+02
         113.20   -0.7632988513E+02    0.2862526869E-01   -0.7630125986E+02   -0.7631753080E+02
         113.69   -0.7632556971E+02    0.1630097793E-01   -0.7630926873E+02   -0.7631749564E+02
         114.17   -0.7632425266E+02    0.1419729876E-01   -0.7631005536E+02   -0.7631746412E+02
